system   D            wsystem.c:585  maybe_parent_dir                 [   0.00131] Also searching C:\Users\Student\Desktop\src\Demo Projects\EscapeTheMaze\
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.32855] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.33014] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.33019] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.33178] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.33183] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.33345] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.33349] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.33517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.33521] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.33678] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.33683] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.33850] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.33854] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.34099] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.34110] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.34341] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.34346] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.34520] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.34526] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.34692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.34697] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.34861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.34866] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.35029] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.35033] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.35202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.35207] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.35370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.35375] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.35537] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.35542] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.35784] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.35794] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.36022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.36027] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.36195] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.36199] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.36360] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.36365] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.36528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.36533] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.36704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.36709] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.36877] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.36882] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.37040] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.37045] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.37203] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.37208] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.37476] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.37485] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.37698] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.37703] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.37870] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.37874] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.38039] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.38043] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.38207] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.38212] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.38368] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.38372] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.38534] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.38538] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.38699] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.38703] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.38862] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.38867] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.39085] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.39095] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.39325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.39330] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.39500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.39505] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.39670] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.39675] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.39834] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.39838] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.39995] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.40000] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.40163] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.40167] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.40331] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.40336] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.40506] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.40511] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.40730] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.40739] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.41003] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.41008] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.41172] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.41177] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.41338] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.41343] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.41511] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.41516] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.41677] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.41682] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.41841] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.41846] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.42007] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.42012] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.42171] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.42175] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.42392] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.42406] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.42663] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.42668] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.42826] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.42831] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.42993] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.42997] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.43157] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.43162] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.43320] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.43325] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.43486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.43490] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.43649] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.43654] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.43817] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.43822] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.44033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.44044] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.44322] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.44328] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.44497] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.44501] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.44655] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.44660] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.44819] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.44824] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.44996] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.45000] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.45161] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.45165] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.45320] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.45325] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.45485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.45489] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.45687] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.45697] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.45982] _al_d3d_sync_bitmap (system) ref count == 1
